"id","query","product_title","product_description","median_relevance","relevance_variance"
358,"thoma train","thoma train storag chest","thoma train collaps storag chest will help make clean time fun featur thoma promin handl easi lift move around fabric chest attach lid conceal toy insid bright color kid storag chest ideal addit bedroom play room",4,0.4
364,"videogam ps4","far cri number limit edit ps4","far cri number limit edit ps4 far cri number player find kyrat breathtak peril wild region himalaya struggl regim despot selfappoint king use vast array weapon vehicl anim player will write stori across exot openworld landscap",4,0
366,"van backpack","van newsom backpack backpack bag","",4,0
367,"ninja turtl sock","highpoint kid 5pk show","will feel like superhero teenag mutant ninja turtl 5pk show sock highpoint",4,0.8
371,"martial art headgear","ringsid deluxefacesaverboxingheadgear","thorough protect head provid full rang vision adjust rear closur lace top made entir leather buckl chin strap",4,0.471
372,"yoga pant","number degre reflex women plus size shir leg yoga capri pant","stretchi yoga pant reflex perfect loung activ wear made blend cotton pant finish contrast waistband shir detail leg",4,0.433
374,"aveeno shampoo","aveeno nourish moistur condition set number pack","bring damag hair back life nourish moistur condition aveeno formul blend wheat protein wheat germ nourish moistur target damag restor soft shine hair set includ two number numberounc bottl condition",3,1.067
381,"aroma diffus","hot number 5l ultrason home aroma humidifi air diffus purifi ioniz atom","",4,0.471
388,"projector","infocus carri case projector","soft carri case valu projector seri easier mobil protect fit infocus in120sta in2120a seri projector pad interior keep projector protect strong light weight",2,0.471
389,"ecco shoe","ecco enrico sneaker men shoe","sporti fresh style simpl classic lowtop sneaker ecco leather rubber sole import ecco men sneaker lace closur metal eyelet pad collar",4,0
392,"cuisinart coffe maker","cuisinart number cup automat coffeemak pink","numbercup coffeemak techindustri design fulli programm variabl heater plate control temperatur brew paus w x h x d includ measur paper coffe starter kit number filter dishwash safe part",4,0
393,"fitbit charg","fitbit charg","energ day charg highperform wristband that deliv realtim fit stat right wrist ole display show step distanc calori stair climb activ minut stay connect throughout day caller id day track sleep set vibrat alarm morn charg let monitor trend wireless sync data smartphon comput matter stay motiv step fit beat goal",4,0
396,"eye cream","radic skincar eye reviv cream number ml","unstopp eye cream work like fourproductson sensit agechalleng area multitask gem enrich multipl antiag ingredi proven reduc desreas discolor dark diminish wrinkl depth just number week product part space nk boutiqu web id number",4,0
398,"robe","authent hotel spa love mom monogram terri cloth turkish cotton bath robe","experi soft luxuri authent hotel spa terri bathrob monogram just mom heart mom design feel pamper cozi knee length spa style robe featur long sleev two patch pocket",4,0
399,"watch women fossil","wellograph watch fit monitor smartwatch assort color"," micro usb cabl size number numbernumb 5cm 5in wrist connect bluetooth number number low energi case materi stainless steel aluminum data number month record water resist 5atm 50m 165ft",2,0
406,"aqua shoe","women skecher gorun ultra number hot","acclaim skecher gorun ultra get even better skecher gorun ultra number shoe ultim cushion great long distanc recoveri run look maximum resalyt ever enhanc cushion skecher gorun ride shoe uniqu combin soft midsol rigid resagrip outsol provid cushion support aggress traction control sensor outsol allow superior control terrain 4mm heel drop without 8mm heel drop ad option insol number way stretch mesh side panel ad comfort promot midfoot strike weight number number oz women size number side s logo lace front soft fabric shoe line barefoot wear",2,0.943
412,"gucci guilti intens women","rockin rider patch rock hors ride","patch classic rock hors featur soft plush sturdi foam core sit beauti wooden base detail scroll engrav press ear sing exclus littl say number fun make realist hors sound child will amaz patch move mouth swish tail featur includ full bridl highback saddl cotton metal wooden realist mane tail assembl requir saddl height number inch requir number aa batteri includ patch recommend age number number number lbs rockin rider patch rock hors ride soft plush lightweight sturdi foam core beauti wood base detail scroll engrav press left ear hear exclus littl song press right ear hear number fun talk phrase realist hors sound move mouth swish tail full bridl rein highback saddl cotton trim metal stirrup wood handl realist mane tail assembl requir saddl height number aa batteri includ age number number year number lbs",1,0
414,"girl halloween costum","boogi girl child halloween costum","spread saturday night fever boogi girl child costum set includ zipper stretch poli jumpsuit spark dot accent match glovett pictur wig boa includ girl halloween costum fun choic school histor famili occas holiday product festiv costum made will comfort long wear will also durabl multipl use simpli add separ accessori makeup look truli complet child halloween costum easi care simpli hand wash cold water view detail size chart ensur proper fit",4,0
415,"digit camera","canon eo 70d digit camera ","canon eo 70d digit camera chang way user captur still imag video dslr canon eo 70d trailblaz powerhous featur revolutionari autofocus technolog unlock potenti live view dual pixel cmos af gamechang technolog allow eo 70d captur video live view smooth precis autofocus similar complet superb imag qualiti hallmark eo camera dual pixel cmos af provid fast accur autofocus live view still imag enabl fulli benefit freedom angl allow variangl touch screen number numberinch clear view lcd monitor ii composit option now near limitless two realworld choic live view viewfind shoot built wireless technolog eo remot app enhanc shoot well enabl easi share brilliant imag qualiti provid eo 70ds number number megapixel cmos first eo camera apsc size sensor power digic imag processor support continu shoot number number frame per well extend iso rang number number allow shoot wide varieti light condit stun photo can accomplish use remark numberpoint crosstyp af system high precis dual cross number center advanc display option avail intellig viewfind suppli except control camera imag featur like hdr backlight multipl handheld night creativ filter avail real time help turn even simpl imag spectacular photo elev possibl creativ express extraordinari new power eo 70d dual pixel cmos af place abil captur amaz still video right hand",4,0
